word,type,syllables,joint_syllables
abaxial,adjectiv,"['a', 'ba', 'xi', 'ál']",a-ba-xi-ál
abazic,adjectiv,"['a', 'bá', 'zic']",a-bá-zic
abazie,substantiv,"['a', 'ba', 'zí', 'e']",a-ba-zí-e
abbevilian,adjectiv,[],not-found
abc,substantiv,['abc'],abc
abcedat,adjectiv,"['ab', 'ce', 'dát']",ab-ce-dát
abces,substantiv,"['ab', 'cés']",ab-cés
abderit,substantiv,"['ab', 'de', 'rít']",ab-de-rít
abdica,verb,"['ab', 'di', 'cá']",ab-di-cá
abdicare,substantiv,"['ab', 'di', 'cá', 're']",ab-di-cá-re
abdicat,adjectiv,"['ab', 'di', 'cát']",ab-di-cát
abdicat,substantiv,"['ab', 'di', 'cát']",ab-di-cát
abdomen,substantiv,"['ab', 'do', 'mén']",ab-do-mén
abdominal,adjectiv,"['ab', 'do', 'mi', 'nál']",ab-do-mi-nál
abdominalgie,substantiv,"['ab', 'do', 'mi', 'nal', 'gí', 'e']",ab-do-mi-nal-gí-e
abduce,verb,"['ab', 'dú', 'ce']",ab-dú-ce
abducere,substantiv,"['ab', 'dú', 'ce', 're']",ab-dú-ce-re
abducție,substantiv,"['ab', 'dúc', 'ţi', 'e']",ab-dúc-ţi-e
abductor,adjectiv,"['ab', 'duc', 'tór']",ab-duc-tór
abdus,adjectiv,"['ab', 'dús']",ab-dús
abece,substantiv,[],not-found
abeceda,verb,"['a', 'be', 'ce', 'dá']",a-be-ce-dá
abecedar,substantiv,"['a', 'be', 'ce', 'dár']",a-be-ce-dár
aberant,adjectiv,"['a', 'be', 'ránt']",a-be-ránt
aberație,substantiv,"['a', 'be', 'rá', 'ţi', 'e']",a-be-rá-ţi-e
aberativ,adjectiv,"['a', 'be', 'ra', 'tív']",a-be-ra-tív
abhora,verb,"['ab', 'ho', 'rá']",ab-ho-rá
abhorat,adjectiv,"['ab', 'ho', 'rát']",ab-ho-rát
abietacee,substantiv,"['a', 'bi', 'e', 'ta', 'cé', 'e']",a-bi-e-ta-cé-e
abil,adjectiv,"['a', 'bíl']",a-bíl
abilita,verb,"['a', 'bi', 'li', 'tá']",a-bi-li-tá
abilitare,substantiv,"['a', 'bi', 'li', 'tá', 're']",a-bi-li-tá-re
abilitat,adjectiv,"['a', 'bi', 'li', 'tát']",a-bi-li-tát
abilitate,substantiv,"['a', 'bi', 'li', 'tá', 'te']",a-bi-li-tá-te
abiogen,adjectiv,"['a', 'bio', 'gén']",a-bio-gén
abiogeneză,substantiv,"['a', 'bi', 'o', 'ge', 'né', 'za']",a-bi-o-ge-né-za
abiotic,adjectiv,"['a', 'bi', 'ó', 'tic']",a-bi-ó-tic
abiotrofie,substantiv,"['a', 'bi', 'o', 'tro', 'fí', 'e']",a-bi-o-tro-fí-e
abis,substantiv,"['a', 'bís']",a-bís
abisal,adjectiv,"['a', 'bi', 'sál']",a-bi-sál
abisinian,adjectiv,"['a', 'bi', 'si', 'ni', 'án']",a-bi-si-ni-án
abisinian,substantiv,"['a', 'bi', 'si', 'ni', 'án']",a-bi-si-ni-án
abisiniană,substantiv,"['a', 'bi', 'si', 'ni', 'á', 'nă']",a-bi-si-ni-á-nă
abitație,substantiv,"['a', 'bi', 'tá', 'ţi', 'e']",a-bi-tá-ţi-e
abject,adjectiv,"['ab', 'jéct']",ab-jéct
abjecție,substantiv,"['ab', 'jéc', 'ţi', 'e']",ab-jéc-ţi-e
abjura,verb,"['ab', 'ju', 'rá']",ab-ju-rá
abjurare,substantiv,"['ab', 'ju', 'rá', 're']",ab-ju-rá-re
abjurat,adjectiv,"['ab', 'ju', 'rát']",ab-ju-rát
abjurație,substantiv,"['ab', 'ju', 'rá', 'ţi', 'e']",ab-ju-rá-ţi-e
ablactare,substantiv,"['a', 'blac', 'tá', 're']",a-blac-tá-re
ablastie,substantiv,[],not-found
ablație,substantiv,[],not-found
ablațiune,substantiv,"['a', 'bla', 'ţi', 'ú', 'ne']",a-bla-ţi-ú-ne
ablativ,substantiv,"['a', 'bla', 'tív']",a-bla-tív
ablaut,substantiv,"['áb', 'laut']",áb-laut
abluție,substantiv,[],not-found
abluțiune,substantiv,"['a', 'blu', 'ţi', 'ú', 'ne']",a-blu-ţi-ú-ne
ablutomanie,substantiv,"['a', 'blu', 'to', 'ma', 'ní', 'e']",a-blu-to-ma-ní-e
abnega,verb,"['ab', 'ne', 'gá']",ab-ne-gá
abnegare,substantiv,"['ab', 'ne', 'gá', 're']",ab-ne-gá-re
abnegație,substantiv,"['ab', 'ne', 'gá', 'ţi', 'e']",ab-ne-gá-ţi-e
abnegațiune,substantiv,[],not-found
abnorm,adjectiv,"['ab', 'nórm']",ab-nórm
abnormitate,substantiv,"['ab', 'nor', 'mi', 'tá', 'te']",ab-nor-mi-tá-te
aboli,verb,"['a', 'bo', 'lí']",a-bo-lí
abolire,substantiv,"['a', 'bo', 'lí', 're']",a-bo-lí-re
abolit,adjectiv,"['a', 'bo', 'lít']",a-bo-lít
abolit,substantiv,"['a', 'bo', 'lít']",a-bo-lít
aboliționism,substantiv,"['a', 'bo', 'li', 'ţi', 'o', 'nísm']",a-bo-li-ţi-o-nísm
aboliționist,adjectiv,"['a', 'bo', 'li', 'ţi', 'o', 'níst']",a-bo-li-ţi-o-níst
abolițiune,substantiv,"['a', 'bo', 'li', 'ţi', 'ú', 'ne']",a-bo-li-ţi-ú-ne
abominabil,adjectiv,"['a', 'bo', 'mi', 'ná', 'bil']",a-bo-mi-ná-bil
abominațiune,substantiv,"['a', 'bo', 'mi', 'na', 'ţiú', 'ne']",a-bo-mi-na-ţiú-ne
abona,verb,"['a', 'bo', 'ná']",a-bo-ná
abonament,substantiv,"['a', 'bo', 'na', 'mént']",a-bo-na-mént
abonare,substantiv,"['a', 'bo', 'ná', 're']",a-bo-ná-re
abonat,adjectiv,"['a', 'bo', 'nát']",a-bo-nát
abonat,substantiv,"['a', 'bo', 'nát']",a-bo-nát
abonată,substantiv,"['a', 'bo', 'ná', 'ta']",a-bo-ná-ta
aboral,adjectiv,"['a', 'bo', 'rál']",a-bo-rál
aborda,verb,"['a', 'bor', 'dá']",a-bor-dá
abordabil,adjectiv,"['a', 'bor', 'dá', 'bil']",a-bor-dá-bil
abordaj,substantiv,"['a', 'bor', 'dáj']",a-bor-dáj
abordare,substantiv,"['a', 'bor', 'dá', 're']",a-bor-dá-re
abordat,adjectiv,"['a', 'bor', 'dát']",a-bor-dát
aborigen,adjectiv,"['a', 'bo', 'ri', 'gén']",a-bo-ri-gén
aborigenă,substantiv,"['a', 'bo', 'ri', 'gé', 'na']",a-bo-ri-gé-na
aborigenitate,substantiv,"['a', 'bo', 'ri', 'ge', 'ni', 'tá', 'te']",a-bo-ri-ge-ni-tá-te
abortiv,adjectiv,"['a', 'bor', 'tív']",a-bor-tív
abracadabra,substantiv,"['a', 'bra', 'ca', 'dá', 'bra']",a-bra-ca-dá-bra
abracadabrant,adjectiv,"['a', 'bra', 'ca', 'da', 'bránt']",a-bra-ca-da-bránt
abrahie,substantiv,"['a', 'bra', 'hí', 'e']",a-bra-hí-e
abraș,adjectiv,"['a', 'bráş']",a-bráş
abraza,verb,"['a', 'bra', 'zá']",a-bra-zá
abrazare,substantiv,"['a', 'bra', 'zá', 're']",a-bra-zá-re
abrazat,adjectiv,"['a', 'bra', 'zát']",a-bra-zát
abraziune,substantiv,"['a', 'bra', 'zi', 'ú', 'ne']",a-bra-zi-ú-ne
abraziv,adjectiv,"['a', 'bra', 'zív']",a-bra-zív
abrazor,substantiv,"['a', 'bra', 'zór']",a-bra-zór
abreacție,substantiv,"['a', 'breác', 'ţi', 'e']",a-breác-ţi-e
abrevia,verb,"['a', 'bre', 'vi', 'á']",a-bre-vi-á
abreviat,adjectiv,"['a', 'bre', 'vi', 'át']",a-bre-vi-át
abreviat,substantiv,"['a', 'bre', 'vi', 'át']",a-bre-vi-át
abreviație,substantiv,"['a', 'bre', 'vi', 'á', 'ţi', 'e']",a-bre-vi-á-ţi-e
abreviațiune,substantiv,[],not-found
abreviativ,adjectiv,"['a', 'bre', 'vi', 'a', 'tív']",a-bre-vi-a-tív
abreviator,substantiv,"['a', 'bre', 'vi', 'a', 'tór']",a-bre-vi-a-tór
abreviere,substantiv,"['a', 'bre', 'vi', 'é', 're']",a-bre-vi-é-re
abroga,verb,"['a', 'bro', 'gá']",a-bro-gá
abrogare,substantiv,"['a', 'bro', 'gá', 're']",a-bro-gá-re
abrogat,adjectiv,"['a', 'bro', 'gát']",a-bro-gát
abrogat,substantiv,"['a', 'bro', 'gát']",a-bro-gát
abrogativ,adjectiv,"['a', 'bro', 'ga', 'tív']",a-bro-ga-tív
abruca,verb,[],not-found
abrudean,adjectiv,"['a', 'bru', 'deán']",a-bru-deán
abrudean,substantiv,"['a', 'bru', 'deán']",a-bru-deán
abrupt,adjectiv,"['a', 'brúpt']",a-brúpt
abrupt,substantiv,"['a', 'brúpt']",a-brúpt
abrutiza,verb,"['a', 'bru', 'ti', 'zá']",a-bru-ti-zá
abrutizant,adjectiv,"['a', 'bru', 'ti', 'zánt']",a-bru-ti-zánt
abrutizare,substantiv,"['a', 'bru', 'ti', 'zá', 're']",a-bru-ti-zá-re
abrutizat,adjectiv,"['a', 'bru', 'ti', 'zát']",a-bru-ti-zát
abrutizat,substantiv,"['a', 'bru', 'ti', 'zát']",a-bru-ti-zát
abrutizată,substantiv,"['a', 'bru', 'ti', 'zá', 'tă']",a-bru-ti-zá-tă
abscisă,substantiv,"['ab', 'scí', 'sa']",ab-scí-sa
abscizie,substantiv,[],not-found
abscons,adjectiv,"['ab', 'scóns']",ab-scóns
absconsitate,substantiv,"['ab', 'scon', 'si', 'tá', 'te']",ab-scon-si-tá-te
absconzitate,substantiv,[],not-found
absent,adjectiv,"['ab', 'sént']",ab-sént
absență,substantiv,"['ab', 'sen', 'tá']",ab-sen-tá
absenta,verb,"['ab', 'sen', 'tá']",ab-sen-tá
absentare,substantiv,"['ab', 'sen', 'tá', 're']",ab-sen-tá-re
absentat,adjectiv,"['ab', 'sen', 'tát']",ab-sen-tát
absentat,substantiv,"['ab', 'sen', 'tát']",ab-sen-tát
absenteism,substantiv,"['ab', 'sen', 'te', 'ísm']",ab-sen-te-ísm
absenteist,adjectiv,"['ab', 'sen', 'te', 'íst']",ab-sen-te-íst
absenteist,substantiv,"['ab', 'sen', 'te', 'íst']",ab-sen-te-íst
absidă,substantiv,"['ab', 'sí', 'da']",ab-sí-da
absidal,adjectiv,[],not-found
absidiolă,substantiv,"['ab', 'si', 'di', 'ó', 'la']",ab-si-di-ó-la
absint,substantiv,"['ab', 'sínt']",ab-sínt
absoluitate,substantiv,"['ab', 'so', 'lu', 'i', 'tá', 'te']",ab-so-lu-i-tá-te
absolut,adjectiv,"['ab', 'so', 'lút']",ab-so-lút
absolut,substantiv,"['ab', 'so', 'lút']",ab-so-lút
absolutism,substantiv,"['ab', 'so', 'lu', 'tísm']",ab-so-lu-tísm
absolutist,adjectiv,"['ab', 'so', 'lu', 'tíst']",ab-so-lu-tíst
absolutistic,adjectiv,"['ab', 'so', 'lu', 'tís', 'tic']",ab-so-lu-tís-tic
absoluțiune,substantiv,"['ab', 'so', 'lu', 'ţi', 'ú', 'ne']",ab-so-lu-ţi-ú-ne
absolutiza,verb,"['ab', 'so', 'lu', 'ti', 'zá']",ab-so-lu-ti-zá
absolutizant,adjectiv,"['ab', 'so', 'lu', 'ti', 'zánt']",ab-so-lu-ti-zánt
absolutizare,substantiv,"['ab', 'so', 'lu', 'ti', 'zá', 're']",ab-so-lu-ti-zá-re
absolutizat,adjectiv,"['ab', 'so', 'lu', 'ti', 'zát']",ab-so-lu-ti-zát
absolutizat,substantiv,"['ab', 'so', 'lu', 'ti', 'zát']",ab-so-lu-ti-zát
absolutoriu,adjectiv,"['ab', 'so', 'lu', 'tó', 'riu']",ab-so-lu-tó-riu
absolutoriu,substantiv,"['ab', 'so', 'lu', 'tó', 'riu']",ab-so-lu-tó-riu
absolvent,substantiv,"['ab', 'sol', 'vént']",ab-sol-vént
absolventă,substantiv,"['ab', 'sol', 'vén', 'ta']",ab-sol-vén-ta
absolvență,substantiv,"['ab', 'sol', 'vén', 'ta']",ab-sol-vén-ta
absolvi,verb,"['ab', 'sol', 'ví', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",ab-sol-ví-(verb---infinitiv-/-verb---perfectul-simplu)
absolvire,substantiv,"['ab', 'sol', 'ví', 're']",ab-sol-ví-re
absolvit,adjectiv,"['ab', 'sol', 'vít']",ab-sol-vít
absolvit,substantiv,"['ab', 'sol', 'vít']",ab-sol-vít
absorbabil,adjectiv,"['ab', 'sor', 'bá', 'bil']",ab-sor-bá-bil
absorbant,adjectiv,"['ab', 'sor', 'bánt']",ab-sor-bánt
absorbi,verb,"['ab', 'sor', 'bí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",ab-sor-bí-(verb---infinitiv-/-verb---perfectul-simplu)
absorbire,substantiv,"['ab', 'sor', 'bí', 're']",ab-sor-bí-re
absorbit,adjectiv,"['ab', 'sor', 'bít']",ab-sor-bít
absorbit,substantiv,"['ab', 'sor', 'bít']",ab-sor-bít
absorbitor,adjectiv,"['ab', 'sor', 'bi', 'tór']",ab-sor-bi-tór
absorbție,substantiv,"['ab', 'sórb', 'ţi', 'e']",ab-sórb-ţi-e
absorbțiune,substantiv,[],not-found
absorbtiv,adjectiv,"['ab', 'sor', 'btív']",ab-sor-btív
absorbtivitate,substantiv,"['ab', 'sor', 'bti', 'vi', 'tá', 'te']",ab-sor-bti-vi-tá-te
abstenționism,substantiv,"['ab', 'sten', 'ţi', 'o', 'nísm']",ab-sten-ţi-o-nísm
abstenționist,adjectiv,"['ab', 'sten', 'ţi', 'o', 'níst']",ab-sten-ţi-o-níst
abstenționist,substantiv,"['ab', 'sten', 'ţi', 'o', 'níst']",ab-sten-ţi-o-níst
abstențiune,substantiv,"['ab', 'sten', 'ţi', 'ú', 'ne']",ab-sten-ţi-ú-ne
abstinent,adjectiv,"['ab', 'sti', 'nént']",ab-sti-nént
abstinent,substantiv,"['ab', 'sti', 'nént']",ab-sti-nént
abstinentă,substantiv,"['ab', 'sti', 'nén', 'ta']",ab-sti-nén-ta
abstinență,substantiv,"['ab', 'sti', 'nén', 'ta']",ab-sti-nén-ta
abstract,adjectiv,"['ab', 'stráct']",ab-stráct
abstracție,substantiv,"['ab', 'strác', 'ţi', 'e']",ab-strác-ţi-e
abstracționism,substantiv,"['ab', 'strac', 'ţi', 'o', 'nísm']",ab-strac-ţi-o-nísm
abstracționist,adjectiv,"['ab', 'strac', 'ţio', 'níst']",ab-strac-ţio-níst
abstracționist,substantiv,"['ab', 'strac', 'ţio', 'níst']",ab-strac-ţio-níst
abstracționistă,substantiv,"['ab', 'strac', 'ţio', 'nís', 'ta']",ab-strac-ţio-nís-ta
abstractism,substantiv,"['ab', 'strac', 'tísm']",ab-strac-tísm
abstracțiune,substantiv,[],not-found
abstractiv,adjectiv,"['ab', 'strac', 'tív']",ab-strac-tív
abstractiza,verb,"['ab', 'strac', 'ti', 'zá']",ab-strac-ti-zá
abstractizant,adjectiv,"['ab', 'strac', 'ti', 'zánt']",ab-strac-ti-zánt
abstractizare,substantiv,"['ab', 'strac', 'ti', 'zá', 're']",ab-strac-ti-zá-re
abstractizat,adjectiv,"['ab', 'strac', 'ti', 'zát']",ab-strac-ti-zát
abstrage,verb,"['ab', 'strá', 'ge']",ab-strá-ge
abstragere,substantiv,"['ab', 'strá', 'ge', 're']",ab-strá-ge-re
abstras,adjectiv,"['ab', 'strás']",ab-strás
abstras,substantiv,"['ab', 'strás']",ab-strás
abstrus,adjectiv,"['ab', 'strús']",ab-strús
absurd,adjectiv,"['ab', 'súrd']",ab-súrd
absurd,substantiv,"['ab', 'súrd']",ab-súrd
absurditate,substantiv,"['ab', 'sur', 'di', 'tá', 'te']",ab-sur-di-tá-te
abțibild,substantiv,"['ab', 'ţi', 'bíld']",ab-ţi-bíld
abțigui,verb,"['ab', 'ţi', 'gu', 'í']",ab-ţi-gu-í
abțiguire,substantiv,[],not-found
abțiguit,adjectiv,"['ab', 'ţi', 'gu', 'ít']",ab-ţi-gu-ít
abține,verb,"['ab', 'ţí', 'ne']",ab-ţí-ne
abținere,substantiv,"['ab', 'ţí', 'ne', 're']",ab-ţí-ne-re
abținut,adjectiv,"['ab', 'ţi', 'nút']",ab-ţi-nút
abținut,substantiv,"['ab', 'ţi', 'nút']",ab-ţi-nút
abulic,adjectiv,"['a', 'bú', 'lic']",a-bú-lic
abulie,substantiv,"['a', 'bu', 'lí', 'e']",a-bu-lí-e
abunda,verb,"['a', 'bun', 'dá']",a-bun-dá
abundanță,substantiv,[],not-found
abundare,substantiv,[],not-found
abundent,adjectiv,"['a', 'bun', 'dént']",a-bun-dént
abundent,substantiv,"['a', 'bun', 'dént']",a-bun-dént
abundență,substantiv,"['a', 'bun', 'dén', 'tă']",a-bun-dén-tă
abur,substantiv,"['á', 'bur']",á-bur
aburca,verb,"['a', 'bur', 'cá']",a-bur-cá
aburcare,substantiv,[],not-found
aburcat,adjectiv,"['a', 'bur', 'cát']",a-bur-cát
aburcat,substantiv,"['a', 'bur', 'cát']",a-bur-cát
aburda,verb,[],not-found
abureală,substantiv,"['a', 'bu', 'reá', 'la']",a-bu-reá-la
aburi,verb,"['a', 'bu', 'rí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",a-bu-rí-(verb---infinitiv-/-verb---perfectul-simplu)
aburind,adjectiv,"['a', 'bu', 'rínd']",a-bu-rínd
aburire,substantiv,"['a', 'bu', 'rí', 're']",a-bu-rí-re
aburit,adjectiv,"['a', 'bu', 'rít']",a-bu-rít
aburos,adjectiv,"['a', 'bu', 'rós']",a-bu-rós
abuz,substantiv,"['a', 'búz']",a-búz
abuza,verb,"['a', 'bu', 'zá']",a-bu-zá
abuzare,substantiv,[],not-found
abuzat,adjectiv,"['a', 'bu', 'zát']",a-bu-zát
abuziv,adjectiv,"['a', 'bu', 'zív']",a-bu-zív
abzice,verb,"['ab', 'zí', 'ce']",ab-zí-ce
ac,substantiv,['ac'],ac
acacia,substantiv,"['a', 'cá', 'ci', 'a']",a-cá-ci-a
acadea,substantiv,"['a', 'ca', 'deá']",a-ca-deá
academic,adjectiv,"['a', 'ca', 'dé', 'mic']",a-ca-dé-mic
academician,substantiv,"['a', 'ca', 'de', 'mi', 'ci', 'án']",a-ca-de-mi-ci-án
academiciană,substantiv,"['a', 'ca', 'de', 'mi', 'ci', 'á', 'na']",a-ca-de-mi-ci-á-na
academie,substantiv,"['a', 'ca', 'de', 'mí', 'e']",a-ca-de-mí-e
academism,substantiv,"['a', 'ca', 'de', 'mísm']",a-ca-de-mísm
academist,adjectiv,"['a', 'ca', 'de', 'míst']",a-ca-de-míst
academist,substantiv,"['a', 'ca', 'de', 'míst']",a-ca-de-míst
academistă,substantiv,"['a', 'ca', 'de', 'mís', 'ta']",a-ca-de-mís-ta
academiza,verb,"['a', 'ca', 'de', 'mi', 'zá']",a-ca-de-mi-zá
academizant,adjectiv,"['a', 'ca', 'de', 'mi', 'zánt']",a-ca-de-mi-zánt
academizat,adjectiv,"['a', 'ca', 'de', 'mi', 'zát']",a-ca-de-mi-zát
acadian,adjectiv,"['a', 'ca', 'di', 'án']",a-ca-di-án
acadian,substantiv,"['a', 'ca', 'di', 'án']",a-ca-di-án
acaju,adjectiv,"['a', 'ca', 'jú']",a-ca-jú
acaju,substantiv,"['a', 'ca', 'jú']",a-ca-jú
acalazie,substantiv,[],not-found
acalculie,substantiv,"['a', 'cal', 'cu', 'lí', 'e']",a-cal-cu-lí-e
acalmie,substantiv,"['a', 'cal', 'mí', 'e']",a-cal-mí-e
acant,adjectiv,[],not-found
acantă,substantiv,"['a', 'cán', 'ta']",a-cán-ta
acantacee,substantiv,"['a', 'can', 'ta', 'cé', 'e']",a-can-ta-cé-e
acantit,substantiv,[],not-found
acantocefal,substantiv,"['a', 'can', 'to', 'ce', 'fál']",a-can-to-ce-fál
acantocit,substantiv,[],not-found
acantocitoză,substantiv,[],not-found
acantoliză,substantiv,[],not-found
acantom,substantiv,[],not-found
acantopterigieni,substantiv,[],not-found
acantoză,substantiv,"['a', 'can', 'tó', 'za']",a-can-tó-za
acapara,verb,"['a', 'ca', 'pa', 'rá']",a-ca-pa-rá
acaparant,adjectiv,"['a', 'ca', 'pa', 'ránt']",a-ca-pa-ránt
acaparant,substantiv,"['a', 'ca', 'pa', 'ránt']",a-ca-pa-ránt
acaparantă,substantiv,"['a', 'ca', 'pa', 'rán', 'ta']",a-ca-pa-rán-ta
acaparare,substantiv,"['a', 'ca', 'pa', 'rá', 're']",a-ca-pa-rá-re
acaparat,adjectiv,"['a', 'ca', 'pa', 'rát']",a-ca-pa-rát
acaparat,substantiv,"['a', 'ca', 'pa', 'rát']",a-ca-pa-rát
acaparatoare,substantiv,"['a', 'ca', 'pa', 'ra', 'toá', 're']",a-ca-pa-ra-toá-re
acaparator,adjectiv,"['a', 'ca', 'pa', 'ra', 'tór']",a-ca-pa-ra-tór
acaparator,substantiv,"['a', 'ca', 'pa', 'ra', 'tór']",a-ca-pa-ra-tór
acar,substantiv,"['a', 'cár']",a-cár
acaret,substantiv,"['a', 'ca', 'rét']",a-ca-rét
acarian,substantiv,"['a', 'ca', 'ri', 'án']",a-ca-ri-án
acaricid,adjectiv,"['a', 'ca', 'ri', 'cíd']",a-ca-ri-cíd
acaricid,substantiv,"['a', 'ca', 'ri', 'cíd']",a-ca-ri-cíd
acarinată,substantiv,"['a', 'ca', 'ri', 'ná', 'ta']",a-ca-ri-ná-ta
acarioză,substantiv,"['a', 'ca', 'ri', 'ó', 'za']",a-ca-ri-ó-za
acarniță,substantiv,"['a', 'cár', 'ni', 'ţa']",a-cár-ni-ţa
acarofobie,substantiv,[],not-found
acarologie,substantiv,"['a', 'ca', 'ro', 'lo', 'gí', 'e']",a-ca-ro-lo-gí-e
acasă,adverb,"['a', 'cá', 'să']",a-cá-să
acaț,substantiv,"['a', 'cáţ']",a-cáţ
acăța,verb,[],not-found
acatalectic,adjectiv,"['a', 'ca', 'ta', 'léc', 'tic']",a-ca-ta-léc-tic
acățăra,verb,[],not-found
acățare,substantiv,[],not-found
acățat,adjectiv,[],not-found
acățătoare,substantiv,[],not-found
acățător,adjectiv,[],not-found
acatist,substantiv,"['a', 'ca', 'tíst']",a-ca-tíst
acatistier,substantiv,"['a', 'ca', 'tis', 'ti', 'ér']",a-ca-tis-ti-ér
acațiu,substantiv,[],not-found
acauzal,adjectiv,"['a', 'cau', 'zál']",a-cau-zál
acceda,verb,[],not-found
accede,verb,"['ac', 'cé', 'de']",ac-cé-de
accedere,substantiv,"['ac', 'cé', 'de', 're']",ac-cé-de-re
accelera,verb,"['ac', 'ce', 'le', 'rá']",ac-ce-le-rá
accelerare,substantiv,"['ac', 'ce', 'le', 'rá', 're']",ac-ce-le-rá-re
accelerat,adjectiv,"['ac', 'ce', 'le', 'rát']",ac-ce-le-rát
accelerat,substantiv,"['ac', 'ce', 'le', 'rát']",ac-ce-le-rát
accelerație,substantiv,"['ac', 'ce', 'le', 'rá', 'ţi', 'e']",ac-ce-le-rá-ţi-e
accelerațiune,substantiv,[],not-found
accelerator,adjectiv,"['ac', 'ce', 'le', 'ra', 'tór']",ac-ce-le-ra-tór
accelerator,substantiv,"['ac', 'ce', 'le', 'ra', 'tór']",ac-ce-le-ra-tór
accelerină,substantiv,[],not-found
accelerograf,substantiv,"['ac', 'ce', 'le', 'ro', 'gráf']",ac-ce-le-ro-gráf
accelerogramă,substantiv,"['ac', 'ce', 'le', 'ro', 'grá', 'ma']",ac-ce-le-ro-grá-ma
accelerometru,substantiv,"['ac', 'ce', 'le', 'ro', 'mé', 'tru']",ac-ce-le-ro-mé-tru
accent,substantiv,"['ac', 'cént']",ac-cént
accentua,verb,"['ac', 'cen', 'tu', 'á']",ac-cen-tu-á
accentual,adjectiv,"['ac', 'cen', 'tu', 'á', 'l']",ac-cen-tu-á-l
accentuare,substantiv,"['ac', 'cen', 'tu', 'á', 're']",ac-cen-tu-á-re
accentuat,adjectiv,"['ac', 'cen', 'tu', 'át']",ac-cen-tu-át
accentuat,substantiv,"['ac', 'cen', 'tu', 'át']",ac-cen-tu-át
accentuație,substantiv,"['ac', 'cen', 'tu', 'á', 'ţi', 'e']",ac-cen-tu-á-ţi-e
accept,substantiv,"['ac', 'cépt']",ac-cépt
accepta,verb,"['ac', 'cep', 'tá']",ac-cep-tá
acceptabil,adjectiv,"['ac', 'cep', 'tá', 'bil']",ac-cep-tá-bil
acceptabilitate,substantiv,"['ac', 'cep', 'ta', 'bi', 'li', 'tá', 'te']",ac-cep-ta-bi-li-tá-te
acceptant,adjectiv,"['ac', 'cep', 'tánt']",ac-cep-tánt
acceptanță,substantiv,"['ac', 'cep', 'tán', 'tă']",ac-cep-tán-tă
acceptare,substantiv,"['ac', 'cep', 'tá', 're']",ac-cep-tá-re
acceptat,adjectiv,"['ac', 'cep', 'tát']",ac-cep-tát
acceptat,substantiv,"['ac', 'cep', 'tát']",ac-cep-tát
acceptație,substantiv,"['ac', 'cep', 'tá', 'ţi', 'e']",ac-cep-tá-ţi-e
accepție,substantiv,"['ac', 'cép', 'ţi', 'e']",ac-cép-ţi-e
accepțiune,substantiv,[],not-found
acceptor,adjectiv,"['ac', 'cep', 'tór']",ac-cep-tór
acceptor,substantiv,"['ac', 'cep', 'tór']",ac-cep-tór
